step,coherence,ethical,symbolic,entropy,effective_archetype,memory_influence
34,0.6458261430019485,0.7491583258822604,0.7165219613944727,0.29856720014647464,1.0,0.7529097897363514
35,0.5153170497209155,0.5977677776762621,0.5237298296529874,0.5125856399197611,1.0,0.7539149008605744
36,0.5473669526463921,0.634945665069815,0.5730775147239917,0.5316968953457057,1.0,0.7548255059310336
37,0.5484636668027999,0.6362178534912479,0.5747532597623658,0.46536716261603844,1.0,0.7556635104994158
38,0.5420677388610498,0.6287985770788178,0.5649656521488967,0.5505825225693212,1.0,0.7564339953585397
39,0.614683182533921,0.7130324917393484,0.6730432461637812,0.4664093902514119,1.0,0.7571382074443357
40,0.6888417085379579,0.7990563819040313,0.7727367339893237,0.32094255909759734,1.0,0.7578129698010343
41,0.7551475333597836,0.8759711386973491,0.8493369658834238,0.18745089636483678,1.0,0.758492129340048
42,0.6230902997893687,0.7227847477556678,0.6849873632907564,0.2801151995837442,1.0,0.7592027975921156
43,0.5697751970033605,0.6609392285238983,0.607067777308895,0.4785836316005824,1.0,0.7598863363376432
44,0.7261359475779404,0.842317699190411,0.8173957574181101,0.331724658773983,1.0,0.7605220128042771
45,0.4566205547102875,0.5296798434639336,0.4330242237960795,0.541744011865276,1.0,0.761175022988015
46,0.5543880516499403,0.6430901399139308,0.5837857750013484,0.5461464137359,1.0,0.7617378015492171
47,0.7553628347065825,0.8762208882596358,0.849564667992398,0.27863167005614436,1.0,0.7622535043212186
48,0.6736530656060317,0.7814375561029968,0.7534369296577716,0.4102272055991233,1.0,0.7628001671393567
49,0.6362028930626173,0.7379953559526362,0.7033166966313079,0.44273048782912255,1.0,0.7633449502205656
50,0.45321321347917215,0.5257273276358397,0.42780940072952733,0.4405511489205267,1.0,0.7638738470889329
51,0.5648352161856629,0.6552088507753691,0.5996236541391325,0.5515675391790295,1.0,0.7643227318055168
52,0.42623551823015643,0.4944332011469815,0.38694374365538237,0.4439249401085237,1.0,0.7647351102452586
53,0.4711854443393005,0.5465751154335886,0.4554145336409861,0.4221872706945065,1.0,0.7650658754249071
54,0.6693118465350277,0.7764017419806323,0.7478076329349951,0.31059856767033894,1.0,0.7653350235660382
55,0.5337058801182368,0.6190988209371548,0.5521208105777287,0.4813208765307303,1.0,0.7656111243326401
56,0.6304855053364787,0.7313631861903154,0.6953710415502198,0.42412810676232265,1.0,0.765849844832825
57,0.6810593337055982,0.7900288270984941,0.7629255728238716,0.3217326786841379,1.0,0.766083889417406
58,0.47249663527182156,0.5480960969153131,0.4574368390974925,0.659066246357301,1.0,0.7663290079761245
59,0.5655273189649395,0.6560116899993299,0.6006684242249163,0.5293535047152702,1.0,0.766520625591533
60,0.6974528939895228,0.8090453570278465,0.7833986091757594,0.3275401590069549,1.0,0.7666897947432572
61,0.7748116805773326,0.898781549469706,0.8695634723106138,0.24209026296387753,1.0,0.7668766652822714
62,0.7039499614807926,0.8165819553177195,0.7913055890248739,0.21858093486266478,1.0,0.767102430444939
63,0.6967342673317152,0.8082117501047897,0.7825167417758174,0.2658809146006527,1.0,0.7673442644651951
64,0.5828252462834548,0.6760772856888076,0.626575303695645,0.3286339070350819,1.0,0.7675989420566929
65,0.4355745823372117,0.5052665155111656,0.4009952352437926,0.5255340276373366,1.0,0.7678339154574867
66,0.6689809293228536,0.7760178780145103,0.7473765090016642,0.24397963437508557,1.0,0.7680099820929167
67,0.7820333265303803,0.9071586587752413,0.8767023585628322,0.2313148096807794,1.0,0.7681931633356819
68,0.47661671296519204,0.5528753870396228,0.46379713514982623,0.4641834112829417,1.0,0.7684128067760463
69,0.5070605284986299,0.5881902130584108,0.5109426827290594,0.5488717348890875,1.0,0.7685869284855613
70,0.5762944473405625,0.6685015589150525,0.6168428928484141,0.358797655557917,1.0,0.768725834880936
71,0.5406896905628767,0.6272000410529371,0.5628523747988096,0.5729978624165649,1.0,0.7688489795182833
72,0.47188893004024896,0.5473911588466889,0.4564994337233457,0.6312802412489732,1.0,0.7689482561324318
73,0.6316269089809192,0.7326872144178664,0.6969631071315744,0.3021183046859609,1.0,0.769007968896663
74,0.591555197851442,0.6862040295076728,0.6394831937195526,0.4082831186402921,1.0,0.7690691487092303
75,0.4513853095108077,0.523606959032537,0.42501606697047783,0.5173401764033013,1.0,0.7691220474565118
76,0.8132845249109204,0.9434100488966678,0.905818553414778,0.13802889986324618,1.0,0.769133885061936
77,0.6688369093273714,0.7758508148197509,0.7471887886435526,0.3271260989065759,1.0,0.7691915184797076
78,0.6181339383699785,0.7170353685091752,0.6779632987875109,0.32164127671303944,1.0,0.7692590564128723
79,0.6080072226781899,0.7052883783067003,0.6634578150531512,0.35271755503389146,1.0,0.7693243546308663
80,0.6424443446509625,0.7452354397951165,0.711905947873825,0.4567102927024241,1.0,0.7693852071535433
81,0.34741812662421295,0.40300502688408707,0.2743385314513235,0.7956693459585361,1.0,0.769449461446739
82,0.6171930029832906,0.7159438834606172,0.676624109691736,0.37165104938505156,1.0,0.7694521261083513
83,0.6609793702459277,0.7667360694852762,0.7368660269235354,0.3513884683444171,1.0,0.7694549918608224
84,0.7104285898790624,0.8240971642597126,0.7990708779734924,0.2933834801454803,1.0,0.769467428773204
85,0.6542748332257624,0.7589588065418845,0.7279344173054444,0.2639346536592319,1.0,0.7694993940835035
86,0.4878345678483448,0.56588809870408,0.48114939198858003,0.5015197060181227,1.0,0.7695380860022217
87,0.655489005740621,0.7603672466591204,0.7295602056044661,0.3028219584687083,1.0,0.7695486901344135
88,0.6954297442270526,0.8066985033033811,0.7809121966624588,0.22855637535181433,1.0,0.7695669540448107
89,0.5561641748434094,0.645150442818355,0.5864868512558274,0.4745373348978453,1.0,0.7696005465635325
90,0.8336977551441278,0.9670893959671883,0.9233040473179197,0.17666327363278625,1.0,0.7696208019067718
91,0.613959182628041,0.7121926518485275,0.6720079414785263,0.39923398407409094,1.0,0.7696832879177629
92,0.49980523838117896,0.5797740765221676,0.49969811951468357,0.42619779705387373,1.0,0.7697428140790668
93,0.804374327146705,0.9330742194901779,0.8978092646935283,0.1883181941870446,1.0,0.7697773982135101
94,0.6497176995067807,0.7536725314278657,0.7218001170047071,0.354350408039782,1.0,0.7698466030083013
95,0.7468869122865457,0.8663888182523931,0.8404962917348844,0.24573094549762942,1.0,0.769919335783985
96,0.7365923177633922,0.8544470886055351,0.8291950603977885,0.24630456251892752,1.0,0.7700135931759315
97,0.549324050880749,0.6372158990216689,0.5760671257488891,0.35056926028131774,1.0,0.7701263303126588
98,0.6848153110382186,0.7943857608043337,0.767681284038346,0.28006236574172183,1.0,0.7702221617432825
99,0.47768433337590843,0.5541138267160538,0.46544655769935606,0.481734591174787,1.0,0.7703265026174391
100,0.795124726701852,0.9223446829741484,0.889249201272769,0.2511940437759103,1.0,0.770401586388114
101,0.452498489593531,0.524898247928496,0.42671682641772724,0.6126704027583328,1.0,0.7705134912129565
102,0.5840113790128167,0.6774531996548675,0.6283361116993769,0.315141754979154,1.0,0.7705760583554416
103,0.4868406388526113,0.5647351410690292,0.4796103456318649,0.4620632747985737,1.0,0.770642025449071
104,0.7187178011515596,0.8337126493358092,0.8088306206514757,0.35423251503736813,1.0,0.7707070931824331
105,0.6929989421478779,0.8038787728915385,0.777909685529854,0.3001459139788999,1.0,0.7707531388319956
106,0.5157674185376023,0.5982902055036188,0.5244268483871748,0.5460840746116064,1.0,0.7707890487461179
107,0.5904257431672489,0.6848938620740088,0.6378200924515312,0.4865346179212568,1.0,0.7707727748971693
108,0.7381478963683037,0.8562515597872324,0.8309228844104652,0.18410603104257364,1.0,0.7707629746650172
109,0.6010449560203698,0.697212148983629,0.6533711186794962,0.44824735695517365,1.0,0.7707721747955356
110,0.5775288180804073,0.6699334289732726,0.6186871376773007,0.3821797526931266,1.0,0.7707652982334899
111,0.5966500612014014,0.6921140709936258,0.6469587151950508,0.31069214225460406,1.0,0.7707940706350432
112,0.4205285929610683,0.4878131678348393,0.37841490729367805,0.547305347748547,1.0,0.7708229998518576
113,0.5295790208813516,0.6143116642223679,0.5457640963982111,0.3668058192563606,1.0,0.7708032005398779
114,0.7272681512212568,0.843631055416658,0.8186888834662246,0.33805886198178464,1.0,0.7707578563072093
115,0.664534209981532,0.7708596835785773,0.7415557640438943,0.3957609676646859,1.0,0.7707548325653295
116,0.5541366592406908,0.6427985247192014,0.5834032004085288,0.39857646667553864,1.0,0.7707579820409256
117,0.7186348395347236,0.8336164138602795,0.8087339257070936,0.2221570764156877,1.0,0.7707565598751913
118,0.3219784002647535,0.3734949443071141,0.24094855059338538,0.6582655757398175,1.0,0.7707443784476342
119,0.8468070798222537,0.9822962125938144,0.9339105520361362,0.12717172583228048,1.0,0.7706803008605876
120,0.6803180936840646,0.789168988673515,0.7619825310080774,0.24698599492442483,1.0,0.7706132967936976
121,0.6443715109086595,0.7474709526540452,0.714539755699388,0.4477334944674757,1.0,0.7705497126861987
122,0.5344022325993456,0.6199065898152409,0.5531923712112399,0.6007465989342784,1.0,0.7704952158165694
123,0.7314139676265076,0.8484402024467489,0.8233918530907256,0.2920768912177804,1.0,0.7704361006069245
124,0.6617744850338901,0.7676584026393126,0.7379177744031296,0.24732612264132323,1.0,0.7703883819533471
125,0.5065856564895713,0.5876393615279029,0.5102068453259679,0.36825386241243285,1.0,0.770347497664619
126,0.6578717976015722,0.7631312852178239,0.7327401586230959,0.4095956243795948,1.0,0.7702874542567834
127,0.8383391293022202,0.9724733899905755,0.9271143094526768,0.2041783833670774,1.0,0.7702620729601086
128,0.5738792205338862,0.665699895819308,0.6132281788895299,0.4407211745029614,1.0,0.7702509686956832
129,0.7266169152303333,0.8428756216671868,0.8179455447467002,0.34407742376775063,1.0,0.7702094188764428
130,0.704652946893511,0.8173974183964728,0.7921539722497194,0.28318043205075016,1.0,0.7701736509859376
131,0.5125631746017791,0.5945732825380639,0.5194665200824299,0.6020866707675916,1.0,0.7701564631220139
132,0.7444031421347925,0.8635076448763594,0.8377984223213752,0.19681524158345604,1.0,0.770145539063871
133,0.8009407848135909,0.9290913103837656,0.894661002491952,0.23493197803448054,1.0,0.7701522964750955
134,0.3429566095830897,0.3978296671163841,0.26836378908042735,0.6825897564560738,1.0,0.7701527576888667
135,0.5228942295593427,0.6065573062888376,0.5354473568067477,0.42276678337789386,1.0,0.7700986885502095
136,0.4459213788710914,0.5172687994904661,0.4166851324908448,0.6379644682530501,1.0,0.7700476053780828
137,0.5493309635906319,0.6372239177651331,0.5760776791430618,0.5133366869762384,1.0,0.7699797944978404
138,0.49446688151876034,0.5735815825617621,0.4914242133286435,0.37022921529785924,1.0,0.769914174057427
139,0.6606179338443309,0.7663168032594239,0.7363874038549769,0.3790170859323173,1.0,0.7698419540759045
140,0.6819897007501368,0.7911080528701587,0.7641071348899797,0.3392365364348654,1.0,0.7697801689490635
141,0.4901164347866981,0.5685350643525698,0.48468359083690504,0.37210371319257923,1.0,0.7697190040146259
142,0.6672330477889679,0.7739903354352028,0.7450946264981959,0.3640286054104517,1.0,0.7696119684304783
143,0.833305896997377,0.9666348405169575,0.9229795777638702,0.19006096255329016,1.0,0.7695160896084949
144,0.4646937731134359,0.5390447768115857,0.44541702329806093,0.5258655744613054,1.0,0.7694705226771701
145,0.5952910743389963,0.6905376462332358,0.6449690371086333,0.2989889812366914,1.0,0.7693792631623815
146,0.7757823887589081,0.8999075709603336,0.8705320840389732,0.23814679437500413,1.0,0.7693157021265695
147,0.7442239337278558,0.8632997631243128,0.8376030575527111,0.2909974458033054,1.0,0.7692938989025118
148,0.49167182061393916,0.5703393119121695,0.48709318689380365,0.5584728197484143,1.0,0.7692707447729994
149,0.6338332265790957,0.7352465428317511,0.7000323574146674,0.26301238432696994,1.0,0.7692155286432738
150,0.6853734956145121,0.7950332549128342,0.7683847726499444,0.30714164610266675,1.0,0.7691615424574729
151,0.6766163381718295,0.7848749522793224,0.7572509156998147,0.23738127781135046,1.0,0.7691509647080306
152,0.410726769554831,0.47644305268360404,0.3638791146578674,0.57533169214521,1.0,0.7691608248930288
153,0.6071839087346398,0.7043333341321822,0.6622697357239856,0.32501244425597076,1.0,0.7691675976977157
154,0.7307318605884997,0.8476489582826597,0.8226215492059603,0.24602020958146914,1.0,0.7691986470418531
155,0.45245248172883146,0.5248448788054445,0.42664651148095123,0.5918187016389439,1.0,0.7692398205081961
156,0.5433063584658697,0.630235375820409,0.5668638113922551,0.39015393620924144,1.0,0.7692651331588385
157,0.6978052710192943,0.8094541143823816,0.7838305022871832,0.2261192326520835,1.0,0.7692739941835252
158,0.6621961616900249,0.768147547560429,0.7384749018659373,0.378863804173705,1.0,0.7692856036461875
159,0.595860095213624,0.691197710447804,0.6458025216861767,0.36132585628013225,1.0,0.7693310107397253
160,0.6431158877872867,0.7460144298332526,0.7128247186882859,0.25048947704697283,1.0,0.7693805155201817
161,0.7135000069885785,0.8276600081067512,0.8027102891861594,0.3638309301857121,1.0,0.7694187544961081
162,0.7957058763486338,0.9230188165644153,0.889794433678754,0.1718634281242571,1.0,0.7694448102015106
163,0.7777460669677737,0.9021854376826176,0.872482944015352,0.2764249876161277,1.0,0.7694866003004273
164,0.6954606786701752,0.8067343872574034,0.7809503006159761,0.2853846422023231,1.0,0.769541718820311
165,0.3634023937369997,0.4215467767349197,0.29613746716572786,0.46031388662447736,1.0,0.7696154581624277
166,0.3520919643765771,0.40842667867682947,0.2806498308883013,0.5771075284276598,1.0,0.769673994330333
167,0.48545795625904375,0.5631312292604909,0.47746975735567687,0.44154311681238173,1.0,0.7696737343995108
168,0.41513934635379796,0.48156164177040567,0.3704044699722644,0.5783564453286256,1.0,0.7696200986999644
169,0.6649537567445296,0.7713463578236545,0.7421071254786714,0.3635757859666287,1.0,0.7695570061454142
170,0.6366089982549503,0.7384664379757424,0.703878281200064,0.43665916318584935,1.0,0.7695242271485849
171,0.49571906924647374,0.5750341203259096,0.4933648106611881,0.6326700644069964,1.0,0.7695032881408252
172,0.49862233583547116,0.5784019095691466,0.4978646289884021,0.4653316371819469,1.0,0.7694748825914612
173,0.7310101196888746,0.8479717388390947,0.8229359526571256,0.18967959667424508,1.0,0.7694521412216213
174,0.7877858639813442,0.9138316022183594,0.8822781067103915,0.2209333256911596,1.0,0.769447971070804
175,0.45985927955630435,0.5334367642853131,0.43798990093310053,0.6780111020885706,1.0,0.7694792475444145
176,0.7014412761967231,0.8136718803881989,0.7882666163832193,0.24987182755832155,1.0,0.769511111038425
177,0.7338675990189869,0.8512864148620249,0.8261514146359945,0.31879199874771125,1.0,0.7695218868428466
178,0.6237989272109867,0.7236067555647447,0.6859874260556357,0.4376568847732211,1.0,0.7695440448972801
179,0.7187022734239877,0.8336946371718259,0.8088125240093664,0.24880908492625087,1.0,0.7695665579080719
180,0.9204754334329628,1.0,0.9850061751978691,0.09320793655687452,1.0,0.7696083206376743
181,0.5832349473995615,0.6765525389834914,0.6271837454541076,0.39719184063820634,1.0,0.7696988760813692
182,0.6245948672706314,0.7245300460339326,0.6871094432919692,0.33592431469096456,1.0,0.7698291618894928
183,0.6689860619724072,0.7760238318879924,0.7473831980694124,0.2589440822918557,1.0,0.7699568714589446
184,0.7153463284336746,0.8298017409830627,0.8048849737404723,0.2501200412332152,1.0,0.7700821909458235
185,0.44722117927397126,0.5187765679578067,0.4186642997682857,0.4303266985080394,1.0,0.770204636041036
186,0.7747849038230543,0.8987504884347431,0.8695367136167598,0.21153823446836975,1.0,0.7702861381256807
187,0.7095908855921459,0.8231254272868893,0.7980735557271217,0.2869782414467737,1.0,0.7704168462082615
188,0.7161033870079724,0.830679928929248,0.8057738270762295,0.35589669552572756,1.0,0.7705533713867381
189,0.4497728341400968,0.5217364876025123,0.42255450120363613,0.58971148702364,1.0,0.7706895220655611
190,0.7525696862314936,0.8729808360285326,0.8465999139073709,0.25668910783679255,1.0,0.7708024377826928
191,0.657132852306953,0.7622741086760655,0.7317555116058947,0.44119682763817625,1.0,0.7708973629759062
192,0.6892752380856028,0.7995592761792993,0.7732784131059418,0.36852922624510454,1.0,0.7709972116738653
193,0.7176908619911146,0.8325213999096931,0.8076322774899483,0.30813843564145693,1.0,0.7711281695108325
194,0.6768565340078763,0.7851535794491366,0.7575590469194259,0.262729800495834,1.0,0.7712395955889628
195,0.5899187528941091,0.6843057533571667,0.637072877905618,0.45989602972458166,1.0,0.7713525638749594
196,0.48663903869231123,0.564501284883081,0.4792982085384823,0.4284520938798171,1.0,0.7714338888436854
197,0.7119443367784682,0.8258554306630232,0.8008703203742802,0.2034031624073442,1.0,0.7714677824731166
198,0.7527380346448224,0.8731761201879941,0.8467792635646959,0.22494580046839338,1.0,0.7715299309451268
199,0.5854938566686785,0.6791728737356671,0.6305338018300453,0.48533686135780135,1.0,0.7716024410532257
200,0.6708039792945185,0.7781326159816415,0.7497480615078412,0.3119611084514858,1.0,0.7716921815722744
201,0.6803806938245235,0.7892416048364473,0.7620622311520396,0.3625091470758774,1.0,0.7717568521412184
202,0.5823081627086074,0.6754774687419847,0.6258070264826152,0.3695426542266282,1.0,0.7718606013898555
203,0.7735152168025583,0.8972776514909677,0.8682654314559279,0.234146751733551,1.0,0.7719609315820988
204,0.6866797129829223,0.79654846706019,0.7700276968780166,0.36002852765591253,1.0,0.7721098532926058
205,0.6577198829116596,0.7629550641775252,0.7325378431171066,0.36421430804359867,1.0,0.7722485404959272
206,0.8219869793182806,0.9535048960092056,0.9134189108706583,0.12763908203487395,1.0,0.7723767168524864
207,0.7536436018565283,0.874226578153573,0.8477425593739776,0.24712067333589968,1.0,0.7725561674392893
208,0.655615207201652,0.7605136403539164,0.7297289814117129,0.43125098742786216,1.0,0.7727596137230524
209,0.6400723626019197,0.742483940618227,0.7086523025011655,0.3029763513236217,1.0,0.7729421007342525
210,0.6007784174382865,0.6969029642284125,0.6529832010689894,0.3104334657833454,1.0,0.7731261380683012
211,0.7522528199538951,0.8726132711465184,0.846262112062119,0.2568857372055791,1.0,0.773308839210213
212,0.5453389512315997,0.6325931834286558,0.5699759557506524,0.5209883181151714,1.0,0.7735140678144428
213,0.6282281271633788,0.7287446275095195,0.6922139591236475,0.45124802176563233,1.0,0.7737356054250344
214,0.4981864215502076,0.5778962489982409,0.49718897266458006,0.41998816734992306,1.0,0.773968253746439
215,0.6107670890642408,0.7084898233145195,0.6674309813800605,0.4124318545985395,1.0,0.7741526879068606
216,0.7127574718231928,0.8267986673149038,0.8018329248104521,0.2585281379082184,1.0,0.7743219109607046
217,0.6755728424108239,0.7836644971965558,0.7559105030402922,0.40544984643093196,1.0,0.7745146090691981
218,0.6524484539291597,0.7568402065578254,0.7254820423223699,0.24992800524308562,1.0,0.7746937750749544
219,0.7048097143003406,0.8175792685883951,0.7923429723148621,0.239870142364698,1.0,0.7749270507101977
220,0.5675471712881227,0.6583547186942225,0.6037141341570549,0.35609478571759107,1.0,0.7751277685505897
221,0.6322799390888587,0.7334447293430761,0.6978726782099252,0.4380572091421952,1.0,0.7753021660897387
222,0.6653139702641693,0.7717642055064364,0.7425801519591704,0.2910846310137798,1.0,0.7754691552197857
223,0.40222521194935035,0.46658124586124644,0.3513970042691432,0.4586303299160567,1.0,0.7756546987887109
224,0.6012478498177027,0.6974475057885353,0.6536663226041346,0.3415367134744461,1.0,0.7757754220745464
225,0.7971656176347228,0.9247121164562786,0.8911595692946929,0.2410917904923431,1.0,0.775881628867468
226,0.29222277203095326,0.3389784155559058,0.20409256423284194,0.5978581237913527,1.0,0.776036953849608
227,0.8686171907076744,1.0,0.9505084536731108,0.15518837410065753,1.0,0.7761218022576812
228,0.5390562755030757,0.6253052795835679,0.5603455765157841,0.527813074979017,1.0,0.7762095552645651
229,0.690109218561585,0.8005266935314387,0.7743189856601804,0.31748635565932426,1.0,0.7762884075511371
230,0.7457958386228875,0.8651231728025496,0.8393134254715975,0.27619389679546896,1.0,0.7763583228837114
231,0.5132277121022026,0.5953441460385551,0.5204954831713482,0.4350495027056165,1.0,0.7764335464768197
232,0.6111138396718274,0.7088920540193199,0.66792913249083,0.46014697833276025,1.0,0.776506632978885
233,0.6206836084050852,0.7199929857498989,0.6815830090007373,0.4852338415050292,1.0,0.776553534811445
234,0.6369673288556887,0.738882101472599,0.7043734891670305,0.33430729293675615,1.0,0.7765665832972746
235,0.7053767917227286,0.8182370783983652,0.7930260620931113,0.36308069858125575,1.0,0.7766321622579984
236,0.46241640447430227,0.5364030291901907,0.44191625317126526,0.5182477085171573,1.0,0.77672862071109
237,0.3853688297977928,0.4470278425654397,0.3270310955856882,0.6521025977984107,1.0,0.7768251545151972
238,0.3982610402546214,0.46198280669536085,0.34561943578127224,0.5733285843164371,1.0,0.7768892791210986
239,0.47239586356642277,0.5479792017370505,0.45728138177631356,0.6844367335513999,1.0,0.7769341629373954
240,0.46036209802412803,0.5340200337079886,0.43876156994447374,0.5285201889935611,1.0,0.7769438202665533
241,0.6782669346327627,0.7867896441740048,0.7593652515520691,0.3736299997740778,1.0,0.7769132949073456
242,0.8991448537819894,1.0,0.9716308035309342,0.10652007563249319,1.0,0.7769175523988867
243,0.6473066567346051,0.750875721812142,0.7185342720273227,0.4399651628952717,1.0,0.7769634262907601
244,0.8557750285091469,0.9926990330706105,0.940891812395892,0.15611280462492594,1.0,0.7769744441026303
245,0.8085237733847521,0.9378875771263125,0.9015679351075399,0.20570370515290617,1.0,0.7770555260061154
246,0.5945889582083896,0.6897231915217321,0.6439398344952983,0.334357416024452,1.0,0.7771725573383241
247,0.6854228060400982,0.795090455006514,0.7684468785233299,0.28227627551202933,1.0,0.7772534629130675
248,0.6801048878597058,0.7889216699172589,0.7617110062911152,0.3652391702215008,1.0,0.7773213571175849
249,0.5881600568517765,0.6822656659480608,0.6344776353601839,0.31215733447188876,1.0,0.7774211324480709
250,0.5918784176649191,0.6865789644913063,0.6399587413335315,0.5086337590551097,1.0,0.7775096933480916
251,0.6739129666856668,0.7817390413553736,0.7537723746159111,0.259642648626989,1.0,0.7775787683070805
252,0.6046911640381714,0.7014417502842789,0.6586648161993569,0.4829293431434198,1.0,0.7776452844104323
253,0.8521113421381388,0.988449156880241,0.9380664195076057,0.12424355985795892,1.0,0.7777447186216906
254,0.7578438767358535,0.8790988970135902,0.8521786402497018,0.17271623697091457,1.0,0.7778852567446238
255,0.913691956320951,1.0,0.9808715407962569,0.08157397224063807,1.0,0.7780264588867756
256,0.6462498713076811,0.7496498507169101,0.7170984254672975,0.3397748898061175,1.0,0.7782464480700892
257,0.6694492765685195,0.7765611608194827,0.7479865951093774,0.2437591576663051,1.0,0.7784783674102151
258,0.7336871523814279,0.8510770967624565,0.8259490733967098,0.29184820777021236,1.0,0.7786982250911361
259,0.7674277742222946,0.8902162180978618,0.8621036047451451,0.2920437553643006,1.0,0.7789243554199539
260,0.7183411302931134,0.8332757111400116,0.8083914358023334,0.3242921996658942,1.0,0.7791745840211286
261,0.3257584244092894,0.37787977231477576,0.2458037570719902,0.7962029864736984,1.0,0.7794308463079191
262,0.6618815105743766,0.767782552266277,0.7380592213736824,0.2961233289460819,1.0,0.7796096272412417
263,0.41613601361960867,0.48271777579874614,0.37188257492240306,0.6790616657361453,1.0,0.7797589563607252
264,0.6845635587913839,0.7940937281980054,0.7673637191911433,0.2831826112234048,1.0,0.7798387157970217
265,0.5206561637527358,0.6039611499531736,0.5319886238430181,0.41111198941874016,1.0,0.7799141209686509
266,0.4374874661290418,0.5074854607096886,0.40388678645156106,0.5341214190208351,1.0,0.7800155696637341
267,0.5604528257629096,0.6501252778849752,0.5929949264283617,0.3715466379430559,1.0,0.7801293460882803
268,0.7423089694798781,0.8610784045966587,0.8355095005312142,0.23831858607038925,1.0,0.7802532082966009
269,0.5467926055389698,0.6342794224252051,0.572199496452425,0.46830695125976407,1.0,0.7804322451708345
270,0.3683952774474431,0.42733852183903404,0.30306781176978104,0.7643149368293108,1.0,0.780584641931624
271,0.6578610424548859,0.7631188092476677,0.7327258371325789,0.44167219926313983,1.0,0.7806841883198445
272,0.6708894380212164,0.778231748104611,0.7498590193919601,0.42339387205847717,1.0,0.7808099338715961
273,0.44604865085137557,0.5174164349875957,0.4168788500721765,0.41083592042742345,1.0,0.7809629151351885
274,0.6150954625429415,0.7135107365498121,0.6736323310787012,0.34322424848397426,1.0,0.7810600138964823
275,0.48759399664480696,0.5656090361079762,0.4807768581812575,0.4170858022217058,1.0,0.7811231154226783
