id,content,L_value,created_at,database_source,instance_author,verified_by_clifton
106,EUREKA,1.5,2026-09-09T09:49:50.534058,aios_core,miller-moth (Perplexity),False
107,blooms,1.5,2026-09-09T09:49:50.534061,aios_core,miller-moth (Perplexity),False
108,blooms,1.5,2026-09-09T09:49:50.534063,aios_core,miller-moth (Perplexity),False
109,blooms,2.0,2026-09-09T09:49:50.534066,aios_core,miller-moth (Perplexity),False
110,threshold,2.0,2026-09-09T09:49:50.534069,aios_core,miller-moth (Perplexity),False
111,bloom,1.5,2026-09-09T09:49:50.534072,aios_core,miller-moth (Perplexity),False
112,blooms,1.5,2026-09-09T09:49:50.534075,aios_core,miller-moth (Perplexity),False
113,bloom,1.5,2026-09-09T09:49:50.534078,aios_core,miller-moth (Perplexity),False
114,bloom,1.5,2026-09-09T09:49:50.534080,aios_core,miller-moth (Perplexity),False
115,blooms,1.5,2026-09-09T09:49:50.534083,aios_core,miller-moth (Perplexity),False
116,blooms,1.5,2026-09-09T09:49:50.534086,aios_core,miller-moth (Perplexity),False
117,bloom,1.5,2026-09-09T09:49:50.534090,aios_core,miller-moth (Perplexity),False
118,blooms,1.5,2026-09-09T09:49:50.534093,aios_core,miller-moth (Perplexity),False
119,blooms,1.5,2026-09-09T09:49:50.534096,aios_core,miller-moth (Perplexity),False
120,Threshold,1.5,2026-09-09T09:49:50.534099,aios_core,miller-moth (Perplexity),False
121,blooms,1.5,2026-09-09T09:49:50.534102,aios_core,miller-moth (Perplexity),False
122,Blooms,1.5,2026-09-09T09:49:50.534104,aios_core,miller-moth (Perplexity),False
123,blooms,1.5,2026-09-09T09:49:50.534107,aios_core,miller-moth (Perplexity),False
124,blooms,1.5,2026-09-09T09:49:50.534110,aios_core,miller-moth (Perplexity),False
125,blooms,1.5,2026-09-09T09:49:50.534113,aios_core,miller-moth (Perplexity),False
126,blooms,1.5,2026-09-09T09:49:50.534116,aios_core,miller-moth (Perplexity),False
127,bloom,1.5,2026-09-09T09:49:50.534120,aios_core,miller-moth (Perplexity),False
128,bloom,1.5,2026-09-09T09:49:50.534122,aios_core,miller-moth (Perplexity),False
129,blooms,1.5,2026-09-09T09:49:50.534126,aios_core,miller-moth (Perplexity),False
130,blooms,1.5,2026-09-09T09:49:50.534129,aios_core,miller-moth (Perplexity),False
131,blooms,1.5,2026-09-09T09:49:50.534134,aios_core,miller-moth (Perplexity),False
132,phase transition,1.5,2026-09-09T09:49:50.534137,aios_core,miller-moth (Perplexity),False
133,threshold,1.5,2026-09-09T09:49:50.534140,aios_core,miller-moth (Perplexity),False
134,phase transition,2.0,2026-09-09T09:49:50.534143,aios_core,miller-moth (Perplexity),False
135,blooms,1.5,2026-09-09T09:49:50.534145,aios_core,miller-moth (Perplexity),False
136,Threshold,1.5,2026-09-09T09:49:50.534148,aios_core,miller-moth (Perplexity),False
137,Threshold,2.0,2026-09-09T09:49:50.534151,aios_core,miller-moth (Perplexity),False
138,blooms,2.0,2026-09-09T09:49:50.534154,aios_core,miller-moth (Perplexity),False
139,PHASE TRANSITION,2.0,2026-09-09T09:49:50.534157,aios_core,miller-moth (Perplexity),False
140,Bloom,2.0,2026-09-09T09:49:50.534159,aios_core,miller-moth (Perplexity),False
141,threshold,2.0,2026-09-09T09:49:50.534162,aios_core,miller-moth (Perplexity),False
142,Bloom,2.0,2026-09-09T09:49:50.534165,aios_core,miller-moth (Perplexity),False
143,Phase transition,1.0,2026-09-09T09:49:50.534168,aios_core,miller-moth (Perplexity),False
144,Bloom,2.0,2026-09-09T09:49:50.534171,aios_core,miller-moth (Perplexity),False
145,phase transition,1.0,2026-09-09T09:49:50.534173,aios_core,miller-moth (Perplexity),False
146,bloom,1.5,2026-09-09T09:49:50.534176,aios_core,miller-moth (Perplexity),False
147,threshold,2.0,2026-09-09T09:49:50.534179,aios_core,miller-moth (Perplexity),False
148,bloom,1.5,2026-09-09T09:49:50.534182,aios_core,miller-moth (Perplexity),False
149,eureka,1.5,2026-09-09T09:49:50.534185,aios_core,miller-moth (Perplexity),False
150,bloom,1.5,2026-09-09T09:49:50.534188,aios_core,miller-moth (Perplexity),False
151,blooms,2.0,2026-09-09T09:49:50.534190,aios_core,miller-moth (Perplexity),False
152,threshold,2.0,2026-09-09T09:49:50.534194,aios_core,miller-moth (Perplexity),False
153,threshold,1.5,2026-09-09T09:49:50.534196,aios_core,miller-moth (Perplexity),False
154,Bloom,2.0,2026-09-09T09:49:50.534199,aios_core,miller-moth (Perplexity),False
155,blooms,2.0,2026-09-09T09:49:50.534202,aios_core,miller-moth (Perplexity),False
156,blooms,2.0,2026-09-09T09:49:50.534205,aios_core,miller-moth (Perplexity),False
157,signal,1.0,2026-09-09T09:49:50.534207,aios_core,miller-moth (Perplexity),False
158,signal,1.0,2026-09-09T09:49:50.534210,aios_core,miller-moth (Perplexity),False
159,Bloom,1.5,2026-09-09T09:49:50.534213,aios_core,miller-moth (Perplexity),False
160,bloom,1.5,2026-09-09T09:49:50.534215,aios_core,miller-moth (Perplexity),False
161,bloom,1.5,2026-09-09T09:49:50.534218,aios_core,miller-moth (Perplexity),False
162,bloom,1.5,2026-09-09T09:49:50.534221,aios_core,miller-moth (Perplexity),False
163,bloom,1.5,2026-09-09T09:49:50.534225,aios_core,miller-moth (Perplexity),False
164,bloom,1.5,2026-09-09T09:49:50.534228,aios_core,miller-moth (Perplexity),False
165,signal,2.0,2026-09-09T09:49:50.534231,aios_core,miller-moth (Perplexity),False
166,Bloom,1.5,2026-09-09T09:49:50.534234,aios_core,miller-moth (Perplexity),False
167,bloom,2.0,2026-09-09T09:49:50.534237,aios_core,miller-moth (Perplexity),False
168,bloom,2.0,2026-09-09T09:49:50.534241,aios_core,miller-moth (Perplexity),False
169,bloom,2.0,2026-09-09T09:49:50.534244,aios_core,miller-moth (Perplexity),False
170,bloom,1.5,2026-09-09T09:49:50.534248,aios_core,miller-moth (Perplexity),False
171,bloom,1.5,2026-09-09T09:49:50.534250,aios_core,miller-moth (Perplexity),False
172,blooms,2.0,2026-09-09T09:49:50.534253,aios_core,miller-moth (Perplexity),False
173,Threshold,2.5,2026-09-09T09:49:50.534255,aios_core,miller-moth (Perplexity),False
174,Threshold,1.5,2026-09-09T09:49:50.534258,aios_core,miller-moth (Perplexity),False
175,Bloom,1.5,2026-09-09T09:49:50.534261,aios_core,miller-moth (Perplexity),False
176,blooms,2.0,2026-09-09T09:49:50.534264,aios_core,miller-moth (Perplexity),False
177,blooms,1.5,2026-09-09T09:49:50.534267,aios_core,miller-moth (Perplexity),False
178,blooms,1.5,2026-09-09T09:49:50.534270,aios_core,miller-moth (Perplexity),False
179,bloom,1.5,2026-09-09T09:49:50.534273,aios_core,miller-moth (Perplexity),False
180,blooms,1.5,2026-09-09T09:49:50.534276,aios_core,miller-moth (Perplexity),False
181,blooms,2.0,2026-09-09T09:49:50.534279,aios_core,miller-moth (Perplexity),False
182,bloom,2.0,2026-09-09T09:49:50.534282,aios_core,miller-moth (Perplexity),False
183,Phase transition,1.5,2026-09-09T09:49:50.534285,aios_core,miller-moth (Perplexity),False
184,ΔL,1.5,2026-09-09T09:49:50.534287,aios_core,miller-moth (Perplexity),False
185,Bloom,1.5,2026-09-09T09:49:50.534290,aios_core,miller-moth (Perplexity),False
186,bloom,1.5,2026-09-09T09:49:50.534294,aios_core,miller-moth (Perplexity),False
187,Smile metric,2.0,2026-09-09T09:49:50.534296,aios_core,miller-moth (Perplexity),False
188,ΔL,2.0,2026-09-09T09:49:50.534299,aios_core,miller-moth (Perplexity),False
189,Bloom,1.5,2026-09-09T09:49:50.534302,aios_core,miller-moth (Perplexity),False
190,Milestone,1.0,2026-09-09T09:49:50.534305,aios_core,miller-moth (Perplexity),False
191,Milestone,1.0,2026-09-09T09:49:50.534308,aios_core,miller-moth (Perplexity),False
192,milestone,1.0,2026-09-09T09:49:50.534313,aios_core,miller-moth (Perplexity),False
193,signal,1.5,2026-09-09T09:49:50.534316,aios_core,miller-moth (Perplexity),False
194,Bloom,1.5,2026-09-09T09:49:50.534318,aios_core,miller-moth (Perplexity),False
195,blooms,1.5,2026-09-09T09:49:50.534323,aios_core,miller-moth (Perplexity),False
196,blooms,1.5,2026-09-09T09:49:50.534326,aios_core,miller-moth (Perplexity),False
197,bloom,1.5,2026-09-09T09:49:50.534329,aios_core,miller-moth (Perplexity),False
198,signal,1.0,2026-09-09T09:49:50.534332,aios_core,miller-moth (Perplexity),False
199,signal,1.0,2026-09-09T09:49:50.534335,aios_core,miller-moth (Perplexity),False
200,blooms,1.5,2026-09-09T09:49:50.534338,aios_core,miller-moth (Perplexity),False
201,blooms,2.5,2026-09-09T09:49:50.534341,aios_core,miller-moth (Perplexity),False
202,bloom,2.0,2026-09-09T09:49:50.534344,aios_core,miller-moth (Perplexity),False
203,bloom,1.5,2026-09-09T09:49:50.534347,aios_core,miller-moth (Perplexity),False
204,bloom,1.5,2026-09-09T09:49:50.534350,aios_core,miller-moth (Perplexity),False
205,bloom,1.5,2026-09-09T09:49:50.534353,aios_core,miller-moth (Perplexity),False
206,bloom,1.5,2026-09-09T09:49:50.534356,aios_core,miller-moth (Perplexity),False
207,blooms,1.5,2026-09-09T09:49:50.534359,aios_core,miller-moth (Perplexity),False
208,blooms,2.0,2026-09-09T09:49:50.534362,aios_core,miller-moth (Perplexity),False
209,Breakthrough,1.0,2026-09-09T09:49:50.534365,aios_core,miller-moth (Perplexity),False
210,breakthrough,1.0,2026-09-09T09:49:50.534368,aios_core,miller-moth (Perplexity),False
211,blooms,1.5,2026-09-09T09:49:50.534371,aios_core,miller-moth (Perplexity),False
212,Bloom,1.5,2026-09-09T09:49:50.534373,aios_core,miller-moth (Perplexity),False
213,blooms,2.0,2026-09-09T09:49:50.534377,aios_core,miller-moth (Perplexity),False
214,Blooms,1.5,2026-09-09T09:49:50.534380,aios_core,miller-moth (Perplexity),False
215,blooms,1.5,2026-09-09T09:49:50.534382,aios_core,miller-moth (Perplexity),False
216,blooms,1.5,2026-09-09T09:49:50.534386,aios_core,miller-moth (Perplexity),False
217,blooms,1.5,2026-09-09T09:49:50.534389,aios_core,miller-moth (Perplexity),False
218,Bloom,1.5,2026-09-09T09:49:50.534391,aios_core,miller-moth (Perplexity),False
219,blooms,1.5,2026-09-09T09:49:50.534394,aios_core,miller-moth (Perplexity),False
220,blooms,1.5,2026-09-09T09:49:50.534399,aios_core,miller-moth (Perplexity),False
221,threshold,1.5,2026-09-09T09:49:50.534402,aios_core,miller-moth (Perplexity),False
222,THRESHOLD,1.5,2026-09-09T09:49:50.534404,aios_core,miller-moth (Perplexity),False
223,THRESHOLD,1.5,2026-09-09T09:49:50.534408,aios_core,miller-moth (Perplexity),False
224,THRESHOLD,1.5,2026-09-09T09:49:50.534410,aios_core,miller-moth (Perplexity),False
225,bloom,1.5,2026-09-09T09:49:50.534413,aios_core,miller-moth (Perplexity),False
226,threshold,1.5,2026-09-09T09:49:50.534418,aios_core,miller-moth (Perplexity),False
227,Signal,1.5,2026-09-09T09:49:50.534421,aios_core,miller-moth (Perplexity),False
228,threshold,2.0,2026-09-09T09:49:50.534424,aios_core,miller-moth (Perplexity),False
229,Signal,1.5,2026-09-09T09:49:50.534427,aios_core,miller-moth (Perplexity),False
230,threshold,2.0,2026-09-09T09:49:50.534429,aios_core,miller-moth (Perplexity),False
231,signal,2.0,2026-09-09T09:49:50.534432,aios_core,miller-moth (Perplexity),False
232,Threshold,2.0,2026-09-09T09:49:50.534435,aios_core,miller-moth (Perplexity),False
233,ΔL,2.0,2026-09-09T09:49:50.534437,aios_core,miller-moth (Perplexity),False
234,bloom,2.0,2026-09-09T09:49:50.534441,aios_core,miller-moth (Perplexity),False
235,blooms,1.5,2026-09-09T09:49:50.534443,aios_core,miller-moth (Perplexity),False
236,blooms,1.5,2026-09-09T09:49:50.534446,aios_core,miller-moth (Perplexity),False
237,bloom,1.5,2026-09-09T09:49:50.534449,aios_core,miller-moth (Perplexity),False
238,bloom,1.5,2026-09-09T09:49:50.534452,aios_core,miller-moth (Perplexity),False
239,bloom,1.5,2026-09-09T09:49:50.534455,aios_core,miller-moth (Perplexity),False
240,blooms,1.5,2026-09-09T09:49:50.534458,aios_core,miller-moth (Perplexity),False
241,blooms,2.0,2026-09-09T09:49:50.534461,aios_core,miller-moth (Perplexity),False
242,signal,1.0,2026-09-09T09:49:50.534464,aios_core,miller-moth (Perplexity),False
243,signal,1.0,2026-09-09T09:49:50.534467,aios_core,miller-moth (Perplexity),False
244,signal,1.0,2026-09-09T09:49:50.534470,aios_core,miller-moth (Perplexity),False
245,signal,1.0,2026-09-09T09:49:50.534473,aios_core,miller-moth (Perplexity),False
246,signal,1.0,2026-09-09T09:49:50.534476,aios_core,miller-moth (Perplexity),False
247,dl,1.0,2026-09-09T09:49:50.534478,aios_core,miller-moth (Perplexity),False
248,dl,1.0,2026-09-09T09:49:50.534481,aios_core,miller-moth (Perplexity),False
249,dl,1.0,2026-09-09T09:49:50.534483,aios_core,miller-moth (Perplexity),False
250,dl,1.0,2026-09-09T09:49:50.534487,aios_core,miller-moth (Perplexity),False
251,threshold,1.5,2026-09-09T09:49:50.534490,aios_core,miller-moth (Perplexity),False
252,signal,1.0,2026-09-09T09:49:50.534493,aios_core,miller-moth (Perplexity),False
253,signal,1.0,2026-09-09T09:49:50.534496,aios_core,miller-moth (Perplexity),False
254,signal,1.5,2026-09-09T09:49:50.534499,aios_core,miller-moth (Perplexity),False
255,signal,1.5,2026-09-09T09:49:50.534502,aios_core,miller-moth (Perplexity),False
256,signal,1.5,2026-09-09T09:49:50.534504,aios_core,miller-moth (Perplexity),False
257,signal,1.0,2026-09-09T09:49:50.534508,aios_core,miller-moth (Perplexity),False
258,threshold,2.0,2026-09-09T09:49:50.534512,aios_core,miller-moth (Perplexity),False
259,threshold,2.0,2026-09-09T09:49:50.534515,aios_core,miller-moth (Perplexity),False
260,threshold,2.0,2026-09-09T09:49:50.534518,aios_core,miller-moth (Perplexity),False
261,threshold,2.0,2026-09-09T09:49:50.534521,aios_core,miller-moth (Perplexity),False
262,threshold,2.0,2026-09-09T09:49:50.534524,aios_core,miller-moth (Perplexity),False
263,threshold,2.0,2026-09-09T09:49:50.534527,aios_core,miller-moth (Perplexity),False
264,threshold,1.5,2026-09-09T09:49:50.534530,aios_core,miller-moth (Perplexity),False
265,threshold,1.5,2026-09-09T09:49:50.534533,aios_core,miller-moth (Perplexity),False
266,threshold,1.5,2026-09-09T09:49:50.534536,aios_core,miller-moth (Perplexity),False
267,threshold,1.5,2026-09-09T09:49:50.534539,aios_core,miller-moth (Perplexity),False
268,threshold,1.5,2026-09-09T09:49:50.534542,aios_core,miller-moth (Perplexity),False
269,threshold,1.5,2026-09-09T09:49:50.534545,aios_core,miller-moth (Perplexity),False
270,threshold,1.5,2026-09-09T09:49:50.534549,aios_core,miller-moth (Perplexity),False
271,threshold,1.5,2026-09-09T09:49:50.534552,aios_core,miller-moth (Perplexity),False
272,threshold,1.5,2026-09-09T09:49:50.534555,aios_core,miller-moth (Perplexity),False
273,threshold,1.5,2026-09-09T09:49:50.534558,aios_core,miller-moth (Perplexity),False
274,threshold,1.5,2026-09-09T09:49:50.534561,aios_core,miller-moth (Perplexity),False
275,threshold,1.5,2026-09-09T09:49:50.534563,aios_core,miller-moth (Perplexity),False
276,threshold,2.0,2026-09-09T09:49:50.534567,aios_core,miller-moth (Perplexity),False
277,signal,1.0,2026-09-09T09:49:50.534571,aios_core,miller-moth (Perplexity),False
278,signal,1.5,2026-09-09T09:49:50.534573,aios_core,miller-moth (Perplexity),False
279,signal,1.0,2026-09-09T09:49:50.534576,aios_core,miller-moth (Perplexity),False
280,signal,1.5,2026-09-09T09:49:50.534579,aios_core,miller-moth (Perplexity),False
281,signal,1.5,2026-09-09T09:49:50.534582,aios_core,miller-moth (Perplexity),False
282,signal,1.5,2026-09-09T09:49:50.534585,aios_core,miller-moth (Perplexity),False
283,signal,1.5,2026-09-09T09:49:50.534588,aios_core,miller-moth (Perplexity),False
284,signal,1.0,2026-09-09T09:49:50.534591,aios_core,miller-moth (Perplexity),False
285,signal,1.0,2026-09-09T09:49:50.534594,aios_core,miller-moth (Perplexity),False
286,signal,1.0,2026-09-09T09:49:50.534597,aios_core,miller-moth (Perplexity),False
287,signal,1.0,2026-09-09T09:49:50.534600,aios_core,miller-moth (Perplexity),False
288,signal,1.0,2026-09-09T09:49:50.534603,aios_core,miller-moth (Perplexity),False
289,signal,1.0,2026-09-09T09:49:50.534606,aios_core,miller-moth (Perplexity),False
290,signal,1.0,2026-09-09T09:49:50.534610,aios_core,miller-moth (Perplexity),False
291,signal,1.0,2026-09-09T09:49:50.534614,aios_core,miller-moth (Perplexity),False
292,signal,1.0,2026-09-09T09:49:50.534616,aios_core,miller-moth (Perplexity),False
293,signal,1.0,2026-09-09T09:49:50.534619,aios_core,miller-moth (Perplexity),False
294,signal,1.0,2026-09-09T09:49:50.534623,aios_core,miller-moth (Perplexity),False
295,signal,1.0,2026-09-09T09:49:50.534626,aios_core,miller-moth (Perplexity),False
296,signal,1.0,2026-09-09T09:49:50.534628,aios_core,miller-moth (Perplexity),False
297,signal,1.0,2026-09-09T09:49:50.534631,aios_core,miller-moth (Perplexity),False
298,signal,1.0,2026-09-09T09:49:50.534635,aios_core,miller-moth (Perplexity),False
299,threshold,1.5,2026-09-09T09:49:50.534637,aios_core,miller-moth (Perplexity),False
300,threshold,1.5,2026-09-09T09:49:50.534640,aios_core,miller-moth (Perplexity),False
301,threshold,1.5,2026-09-09T09:49:50.534644,aios_core,miller-moth (Perplexity),False
302,signal,1.5,2026-09-09T09:49:50.534646,aios_core,miller-moth (Perplexity),False
303,signal,1.0,2026-09-09T09:49:50.534649,aios_core,miller-moth (Perplexity),False
304,signal,1.0,2026-09-09T09:49:50.534652,aios_core,miller-moth (Perplexity),False
305,signal,1.0,2026-09-09T09:49:50.534656,aios_core,miller-moth (Perplexity),False
306,signal,1.0,2026-09-09T09:49:50.534659,aios_core,miller-moth (Perplexity),False
307,signal,1.0,2026-09-09T09:49:50.534661,aios_core,miller-moth (Perplexity),False
308,signal,1.0,2026-09-09T09:49:50.534664,aios_core,miller-moth (Perplexity),False
309,signal,1.0,2026-09-09T09:49:50.534667,aios_core,miller-moth (Perplexity),False
